date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held
2023-05-12,EMEA,Evraz Group S A,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/05/emea-dc-evraz-group-s-a-dc-decision-12-may-2023.pdf/,document-feed,EMEA DC – Evraz Group S.A. – DC Decision 12 May 2023 – Latest Revision,,,False
2023-05-12,EMEA,Evraz Group S A,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/05/emea-dc-evraz-group-s-a-meeting-statement-12-may-2023.pdf/,document-feed,EMEA DC – Evraz Group S.A. – Meeting Statement 12 May 2023 – Latest Revision,,,False
2023-05-17,EMEA,Credit Suisse Group Ag,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/05/emea-dc-credit-suisse-group-ag-dc-decision-17-may-2023.pdf/,document-feed,EMEA DC – Credit Suisse Group AG – DC Decision 17 May 2023 – Latest Revision,,,False
2023-05-22,EMEA,Credit Suisse Group Ag,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/05/emea-dc-credit-suisse-group-ag-dc-decision-22-may-2023.pdf/,document-feed,EMEA DC – Credit Suisse Group AG – DC Decision 22 May 2023 – Latest Revision,,,False
2023-06-04,,"DIAMOND SPORTS GROUP, LLC",2023031702,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/auction-settlement-terms-issue-number-2023031702-diamond-sports-group-04-06-2023.pdf/,document-feed,Auction Settlement Terms – Issue Number 2023031702 (Diamond Sports Group) – 04/06/2023 – Latest Revision,,,False
2023-06-04,Americas,"DIAMOND SPORTS GROUP, LLC",2023031702,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/americas-dc-decision-issue-number-2023031702-diamond-sports-group-04-06-2023.pdf/,document-feed,Americas DC Decision – Issue Number 2023031702 (Diamond Sports Group) – 04/06/2023 – Latest Revision,,,False
2023-06-04,Americas,"DIAMOND SPORTS GROUP, LLC",2023031702,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/americas-dc-deliverable-obligation-initial-list-issue-number-2023031702-diamond-sports-group-04-06-2023.pdf/,document-feed,Americas DC – Deliverable Obligation Initial List – Issue Number 2023031702 (Diamond Sports Group) – 04/06/2023 – Latest Revision,,,False
2023-06-05,EMEA,CASINO GUICHARD-PERRACHON,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-casino-guichard-perrachon-sa-dc-decision-5-june-2023.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 5 June 2023 – Latest Revision,,,False
2023-06-07,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-vue-international-bidco-plc-dc-decision-7-june-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 7 June 2023 – Latest Revision,,,False
2023-06-09,EMEA,CASINO GUICHARD-PERRACHON,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-casino-guichard-perrachon-sa-dc-decision-9-june-2023.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 9 June 2023 – Latest Revision,,,False
2023-06-15,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-vue-international-bidco-plc-dc-decision-15-june-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 15 June 2023 – Latest Revision,,,False
2023-06-21,EMEA,Credit Suisse Group Ag,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-credit-suisse-group-ag-dc-decision-21-june-2023.pdf/,document-feed,EMEA DC – Credit Suisse Group AG – DC Decision 21 June 2023 – Latest Revision,,,False
2023-06-21,EMEA,CASINO GUICHARD-PERRACHON,9175,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/casino-guichard-perrachon-sa-11/,dc-isda,CASINO GUICHARD-PERRACHON,auction,2023-09-25,True
2023-06-22,EMEA,Prudential Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-prudential-plc-dc-decision-22-june-2023.pdf/,document-feed,EMEA DC – Prudential Plc – DC Decision 22 June 2023 – Latest Revision,,,False
2023-06-22,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-vue-international-bidco-plc-dc-decision-22-june-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 22 June 2023 – Latest Revision,,,False
2023-06-28,EMEA,Vue International Bidco Plc,2023061901,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-vue-international-bidco-plc-dc-decision-28-june-2023-2023061901-2023020201.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 28 June 2023 (2023061901 2023020201) – Latest Revision,,,False
2023-06-28,EMEA,Vue International Bidco Plc,2023062601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/06/emea-dc-vue-international-bidco-plc-dc-decision-28-june-2023-2023062601.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 28 June 2023 (2023062601) – Latest Revision,,,False
2023-07-04,EMEA,CASINO GUICHARD-PERRACHON,2023062802,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-casino-guichard-perrachon-sa-dc-decision-4-july-2023-2023062802.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 4 July 2023 (2023062802) – Latest Revision,,,False
2023-07-04,EMEA,CASINO GUICHARD-PERRACHON,2023053101,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-casino-guichard-perrachon-sa-dc-decision-4-july-2023-2023053101.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 4 July 2023 (2023053101) – Latest Revision,,,False
2023-07-07,EMEA,CASINO GUICHARD-PERRACHON,2023062802,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-casino-guichard-perrachon-sa-dc-decision-7-july-2023-2023062802-2023062901-2023062902.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 7 July 2023 (2023062802 / 2023062901 / 2023062902) – Latest Revision,,,False
2023-07-11,EMEA,CASINO GUICHARD-PERRACHON,2023070401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-casino-guichard-perrachon-sa-dc-decision-11-july-2023-2023070401.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 11 July 2023 (2023070401) – Latest Revision,,,False
2023-07-17,EMEA,Ubs Group Ag Senior Sro Identification,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-ubs-group-ag-senior-sro-identification-resolution-dc-statement-17-july-2023.pdf/,document-feed,EMEA DC – UBS Group AG Senior SRO Identification Resolution – DC Statement 17 July 2023 – Latest Revision,,,False
2023-07-17,EMEA,Ubs Group Ag Senior Sro Identification,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-ubs-group-ag-senior-sro-identification-resolution-dc-decision-17-july-2023.pdf/,document-feed,EMEA DC – UBS Group AG Senior SRO Identification Resolution – DC Decision 17 July 2023 – Latest Revision,,,False
2023-07-17,EMEA,Credit Suisse Group Ag,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-meeting-statement-credit-suisse-group-ag-17-july-2023.pdf/,document-feed,EMEA DC – Meeting Statement – Credit Suisse Group AG – 17 July 2023 – Latest Revision,,,False
2023-07-17,EMEA,Credit Suisse Group Ag,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-credit-suisse-group-ag-dc-decision-17-july-2023.pdf/,document-feed,EMEA DC – Credit Suisse Group AG – DC Decision 17 July 2023 – Latest Revision,,,False
2023-07-19,EMEA,Ubs Group Ag Subordinated Sro Identification,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-ubs-group-ag-subordinated-sro-identification-resolution-dc-decision-19-july-2023.pdf/,document-feed,EMEA DC – UBS Group AG Subordinated SRO Identification Resolution – DC Decision 19 July 2023 – Latest Revision,,,False
2023-07-19,EMEA,Ubs Group Ag Subordinated Sro Identification,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-ubs-group-ag-subordinated-sro-identification-resolution-dc-statement-19-july-2023.pdf/,document-feed,EMEA DC – UBS Group AG Subordinated SRO Identification Resolution – DC Statement 19 July 2023 – Latest Revision,,,False
2023-07-25,EMEA,Vue International Bidco Plc Dc,2023061901,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-vue-international-bidco-plc-emea-dc-meeting-statement-25-july-2023-2023061901-2023020201-2023062601.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – EMEA DC Meeting Statement 25 July 2023 (2023061901 2023020201 2023062601) – Latest Revision,,,False
2023-07-25,EMEA,Vue International Bidco Plc,2023061901,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-vue-international-bidco-plc-dc-decision-25-july-2023-2023061901-2023020201-2023062601.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 25 July 2023 (2023061901 2023020201 2023062601) – Latest Revision,,,False
2023-07-26,EMEA,CASINO GUICHARD-PERRACHON,2023062802,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-casino-guichard-perrachon-sa-dc-decision-26-july-2023-2023062802-2023062901-2023062902-2023070401.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 26 July 2023 (2023062802 / 2023062901 / 2023062902 / 2023070401)) – Latest Revision,,,False
2023-07-27,EMEA,Vue International Bidco Plc,2023020201,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/07/emea-dc-vue-international-bidco-plc-emea-dc-decision-27-july-2023-2023020201.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – EMEA DC Decision 28 July 2023 (2023020201) – Latest Revision,,,False
2023-08-01,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-vue-international-bidco-plc-dc-decision-1-august-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 2 August 2023 – Latest Revision,,,False
2023-08-02,EMEA,Prudential Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-prudential-plc-dc-decision-2-august-2023.pdf/,document-feed,EMEA DC – Prudential Plc – DC Decision 2 August 2023 – Latest Revision,,,False
2023-08-03,EMEA,CASINO GUICHARD-PERRACHON,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-casino-guichard-perrachon-sa-dc-decision-3-august-2023.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 4 August 2023 – Latest Revision,,,False
2023-08-07,EMEA,Casino Ftp,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-casino-ftp-meeting-statement-7-august-2023.pdf/,document-feed,EMEA DC – Casino – FTP Meeting Statement 7 August 2023 – Latest Revision,,,False
2023-08-07,EMEA,CASINO GUICHARD-PERRACHON,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-casino-guichard-perrachon-sa-dc-decision-7-august-2023.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 7 August 2023 – Latest Revision,,,False
2023-08-14,Americas,Capital One Bank,2023072001,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/americas-dc-decision-issue-number-2023072001-capital-one-bank-08142023.pdf/,document-feed,Americas DC Decision – Issue Number 2023072001 (Capital One Bank) – 08142023 – Latest Revision,,,False
2023-08-14,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-vue-international-bidco-plc-dc-decision-14-august-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 14 August 2023 – Latest Revision,,,False
2023-08-14,EMEA,Vue Bucket,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-vue-bucket-1-preliminary-list-statement.pdf/,document-feed,EMEA DC – Meeting Statement – Vue International Bidco PLC – 14 August 2023 – Latest Revision,,,False
2023-08-16,EMEA,Vue Bucket,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-meeting-statement-vue-bucket-1-initial-list.pdf/,document-feed,EMEA DC Meeting Statement – Vue – Bucket 1 Initial List – Latest Revision,,,False
2023-08-17,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-vue-international-bidco-plc-dc-decision-17-august-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 17 August 2023 – Latest Revision,,,False
2023-08-22,EMEA,CASINO GUICHARD-PERRACHON,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-casino-guichard-perrachon-sa-dc-decision-22-august-2023.pdf/,document-feed,EMEA DC – Casino Guichard-Perrachon SA – DC Decision 22 August 2023 – Latest Revision,,,False
2023-08-29,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/08/emea-dc-vue-international-bidco-plc-dc-decision-29-august-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 29 August 2023 – Latest Revision,,,False
2023-09-01,EMEA,V Draft Vue,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-final-ast-compare-v-draft-ast-vue.pdf/,document-feed,EMEA DC – Final AST Compare v Draft AST – Vue – Latest Revision,,,False
2023-09-01,EMEA,Vue Bucket,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-vue-bucket-1-final-list.pdf/,document-feed,EMEA DC – Vue – Bucket 1 Final List – Latest Revision,,,False
2023-09-01,EMEA,Vue,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-final-ast-vue.pdf/,document-feed,EMEA DC – Final AST – Vue – Latest Revision,,,False
2023-09-01,EMEA,Vue V Top Gun,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-final-ast-compare-vue-v-top-gun.pdf/,document-feed,EMEA DC – Final AST Compare – Vue v Top Gun – Latest Revision,,,False
2023-09-01,EMEA,Draft Vue V Top Gun,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-draft-ast-compare-vue-v-top-gun.pdf/,document-feed,EMEA DC – Draft AST Compare – Vue v Top Gun – Latest Revision,,,False
2023-09-01,EMEA,Draft Vue,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-draft-ast-vue.pdf/,document-feed,EMEA DC – Draft AST – Vue – Latest Revision,,,False
2023-09-01,EMEA,Vue International Bidco Plc,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-meeting-statement-vue-international-bidco-plc-1-september-2023.pdf/,document-feed,EMEA DC Meeting Statement – Vue International Bidco PLC – 1 September 2023 – Latest Revision,,,False
2023-09-01,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-vue-international-bidco-plc-dc-decision-1-september-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 1 September 2023 – Latest Revision,,,False
2023-09-04,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/09/emea-dc-vue-international-bidco-plc-dc-decision-4-september-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 4 September 2023 – Latest Revision,,,False
